1.57298317143E12,-1600.125,-1200.1500244140625,0.0,0.0,0.0,0.0,-125.0,-125.0,0.0,0.0,0.0,0.0,-1600.0999755859375,-1200.0999755859375,0.0,184.125,
1.572983171446E12,-1600.050048828125,-1200.074951171875,0.0,0.0,0.0,0.0,125.0,125.0,0.0,0.0,0.0,0.0,-1600.0999755859375,-1200.0999755859375,0.0,184.125,
1.572983171467E12,-1600.050048828125,-1200.0,0.0,0.0,-1.442307710647583,0.0,-125.0,-125.0,0.0,0.0,0.0,0.0,-1600.0999755859375,-1200.0999755859375,0.0,184.125,
1.572983171486E12,-1600.050048828125,-1200.074951171875,0.0,0.0,-1.442307710647583,0.0,-125.0,-125.0,0.0,0.0,0.0,0.0,-1600.0999755859375,-1200.0999755859375,0.0,184.125,
1.572983171501E12,-1600.050048828125,-1200.1500244140625,0.0,0.0,1.5,0.0,-125.0,-125.0,0.0,0.0,0.0,0.0,-1600.0999755859375,-1200.0999755859375,0.0,184.125,
1.572983171519E12,-1600.050048828125,-1200.074951171875,0.0,0.0,1.5,0.0,-125.0,125.0,0.0,0.0,0.0,0.0,-1600.0999755859375,-1200.0999755859375,0.0,184.125,
1.572983171538E12,-1600.125,-1200.0,0.0,0.0,1.5,0.0,-125.0,-125.0,0.0,0.0,0.0,0.0,-1600.0999755859375,-1200.0999755859375,0.0,184.125,
1.572983171728E12,-1600.050048828125,-1200.074951171875,0.0,0.0,0.0,0.0,-125.0,-125.0,0.0,0.0,0.0,0.0,-1600.0999755859375,-1200.0999755859375,0.0,184.125,
1.572983171745E12,-1600.125,-1200.0,0.0,0.0,1.470588207244873,0.0,-125.0,-125.0,0.0,0.0,0.0,0.0,-1600.0999755859375,-1200.0999755859375,0.0,184.125,
1.572983171763E12,-1600.050048828125,-1200.074951171875,0.0,0.0,1.3888888359069824,0.0,125.0,-125.0,0.0,0.0,0.0,0.0,-1600.0999755859375,-1200.0999755859375,0.0,184.125,
1.57298317178E12,-1600.050048828125,-1200.1500244140625,0.0,0.0,1.3888888359069824,0.0,-125.0,-125.0,0.0,0.0,0.0,0.0,-1600.0999755859375,-1200.0999755859375,0.0,184.125,
1.572983171797E12,-1600.125,-1200.074951171875,0.0,0.0,1.3888888359069824,0.0,-125.0,125.0,0.0,0.0,0.0,0.0,-1600.0999755859375,-1200.0999755859375,0.0,184.125,
1.572983171815E12,-1600.050048828125,-1200.0,0.0,0.0,-1.442307710647583,0.0,125.0,-125.0,0.0,0.0,0.0,0.0,-1600.0999755859375,-1200.0999755859375,0.0,184.125,
1.572983171833E12,-1600.050048828125,-1200.074951171875,0.0,0.0,-1.442307710647583,0.0,-125.0,-125.0,0.0,0.0,0.0,0.0,-1600.0999755859375,-1200.0999755859375,0.0,184.125,
1.57298317185E12,-1600.125,-1200.1500244140625,0.0,0.0,-1.442307710647583,0.0,-125.0,-125.0,0.0,0.0,0.0,0.0,-1600.0999755859375,-1200.0999755859375,0.0,184.125,
1.572983171869E12,-1600.050048828125,-1200.1500244140625,0.0,0.0,-1.3888888359069824,0.0,125.0,125.0,0.0,0.0,0.0,0.0,-1600.0999755859375,-1200.0999755859375,0.0,184.125,
1.572983171887E12,-1599.9749755859375,-1200.0,0.0,0.0,-1.3888888359069824,0.0,-125.0,125.0,0.0,0.0,0.0,0.0,-1600.0999755859375,-1200.0999755859375,0.0,184.125,
1.572983171903E12,-1600.050048828125,-1200.0,0.0,0.0,-1.3888888359069824,0.0,-125.0,-125.0,0.0,0.0,0.0,0.0,-1600.0999755859375,-1200.0999755859375,0.0,184.125,
1.572983171922E12,-1600.125,-1200.074951171875,0.0,0.0,2.830188751220703,0.0,125.0,-125.0,0.0,0.0,0.0,0.0,-1600.0999755859375,-1200.0999755859375,0.0,184.125,
1.57298317194E12,-1599.9749755859375,-1200.1500244140625,0.0,0.0,2.830188751220703,0.0,-125.0,-125.0,0.0,0.0,0.0,0.0,-1600.0999755859375,-1200.0999755859375,0.0,184.125,
